"group","year","size","mean_grade","date","map","action"
"Girtab",1617,6,4.67,"17/11/2016 15:53:14",2,3
"Girtab",1617,6,4.67,"17/11/2016 15:54:43",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:55:07",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:55:07",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:55:10",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:55:21",2,1
"Girtab",1617,6,4.67,"17/11/2016 15:55:22",2,2
"Girtab",1617,6,4.67,"17/11/2016 15:55:31",2,4
"Girtab",1617,6,4.67,"17/11/2016 15:55:34",2,3
"Girtab",1617,6,4.67,"17/11/2016 15:57:35",2,1
"Girtab",1617,6,4.67,"17/11/2016 15:57:35",2,2
"Girtab",1617,6,4.67,"17/11/2016 15:57:42",2,4
"Girtab",1617,6,4.67,"17/11/2016 15:57:51",2,3
"Girtab",1617,6,4.67,"17/11/2016 15:59:00",2,1
"Girtab",1617,6,4.67,"17/11/2016 16:02:51",1,1
"Girtab",1617,6,4.67,"17/11/2016 16:02:51",1,2
"Girtab",1617,6,4.67,"17/11/2016 16:02:54",1,4
"Girtab",1617,6,4.67,"17/11/2016 16:03:27",2,1
"Girtab",1617,6,4.67,"17/11/2016 16:03:46",2,1
"Girtab",1617,6,4.67,"17/11/2016 16:04:11",2,1
"Girtab",1617,6,4.67,"17/11/2016 16:04:11",2,2
"Girtab",1617,6,4.67,"17/11/2016 16:04:19",2,4
"Girtab",1617,6,4.67,"17/11/2016 16:04:22",2,3
